"time","posX","posY","posZ","rotationX","rotationY","rotationZ","rotationW","speed","steerPosition","gasPosition","brakePosition","engineRunning","driver","normalizedTime","trial","trialTime"
1478085625576,0.008,0.224,24400.002,-0.0013,-5e-04,0,1,0.01,0.0017,0,0,"true","A",51873,1,0
1478085625626,0.008,0.224,24399.998,-0.0012,-5e-04,0,1,0.41,0.0017,0,0,"true","A",51923,1,50
1478085625676,0.008,0.224,24399.988,-0.0011,-5e-04,0,1,0.83,0.0017,0,0,"true","A",51973,1,100
1478085625726,0.008,0.224,24399.973,-0.0011,-5e-04,0,1,1.29,0.0017,0,0,"true","A",52023,1,150
1478085625772,0.008,0.224,24399.951,-0.0011,-5e-04,0,1,1.78,0.0017,0,0,"true","A",52069,1,196
1478085625823,0.008,0.224,24399.922,-0.0011,-5e-04,0,1,2.3,0.0017,0,0,"true","A",52120,1,247
1478085625874,0.008,0.224,24399.885,-0.0011,-4e-04,0,1,2.85,0.0017,0,0,"true","A",52171,1,298
1478085625924,0.008,0.224,24399.84,-0.001,-4e-04,0,1,3.43,0.0017,0,0,"true","A",52221,1,348
1478085625975,0.008,0.224,24399.785,-0.001,-4e-04,0,1,4.04,0.0017,0,0,"true","A",52272,1,399
1478085626026,0.008,0.224,24399.723,-0.001,-4e-04,0,1,4.66,0.0017,0,0,"true","A",52323,1,450
1478085626076,0.008,0.224,24399.65,-0.001,-4e-04,0,1,5.31,0.0017,0,0,"true","A",52373,1,500
1478085626126,0.008,0.224,24399.57,-0.001,-4e-04,0,1,5.97,0.0017,0,0,"true","A",52423,1,550
1478085626172,0.008,0.224,24399.48,-0.001,-3e-04,0,1,6.64,0.0017,0,0,"true","A",52469,1,596
1478085626222,0.008,0.224,24399.383,-0.001,-3e-04,0,1,7.32,0.0017,0,0,"true","A",52519,1,646
1478085626273,0.008,0.224,24399.275,-0.001,-3e-04,0,1,7.99,0.0017,0,0,"true","A",52570,1,697
1478085626325,0.008,0.224,24399.158,-0.001,-2e-04,0,1,8.66,0.0017,0,0,"true","A",52622,1,749
1478085626384,0.008,0.224,24399.031,-0.001,-2e-04,0,1,9.32,0.0017,0,0,"true","A",52681,1,808
1478085626426,0.008,0.224,24398.895,-0.001,-2e-04,0,1,9.97,0.0017,0,0,"true","A",52723,1,850
1478085626476,0.008,0.224,24398.75,-0.001,-1e-04,0,1,10.66,0.0017,0,0,"true","A",52773,1,900
1478085626522,0.008,0.224,24398.596,-0.001,-1e-04,0,1,11.39,0.0017,0,0,"true","A",52819,1,946
1478085626572,0.008,0.224,24398.43,-0.001,0,0,1,12.17,0.0017,0,0,"true","A",52869,1,996
1478085626623,0.007,0.224,24398.254,-9e-04,0,0,1,12.98,0.0017,0,0,"true","A",52920,1,1047
1478085626673,0.007,0.224,24398.066,-9e-04,1e-04,0,1,13.83,0.0017,0,0,"true","A",52970,1,1097
1478085626724,0.007,0.225,24397.867,-9e-04,1e-04,0,1,14.7,0.0017,0,0,"true","A",53021,1,1148
1478085626774,0.007,0.225,24397.654,-9e-04,2e-04,0,1,15.59,0.0017,0,0,"true","A",53071,1,1198
1478085626825,0.006,0.225,24397.43,-9e-04,3e-04,0,1,16.48,0.0017,0,0,"true","A",53122,1,1249
1478085626875,0.006,0.225,24397.193,-9e-04,3e-04,0,1,17.36,0.0017,0,0,"true","A",53172,1,1299
1478085626926,0.006,0.225,24396.945,-9e-04,4e-04,0,1,18.16,0.0017,0,0,"true","A",53223,1,1350
1478085626976,0.005,0.224,24396.686,-0.001,5e-04,0,1,18.86,0.0017,0,0,"true","A",53273,1,1400
1478085627022,0.005,0.224,24396.418,-0.001,6e-04,0,1,19.45,0.0017,0,0,"true","A",53319,1,1446
1478085627072,0.004,0.224,24396.143,-0.0011,7e-04,0,1,19.96,0.0017,0,0,"true","A",53369,1,1496
1478085627124,0.003,0.224,24395.86,-0.0011,7e-04,0,1,20.48,0.0017,0,0,"true","A",53421,1,1548
1478085627175,0.003,0.224,24395.57,-0.0011,8e-04,0,1,21,0.0017,0,0,"true","A",53472,1,1599
1478085627226,0.002,0.224,24395.273,-0.0011,9e-04,0,1,21.54,0.0017,0,0,"true","A",53523,1,1650
1478085627276,0.001,0.224,24394.969,-0.0011,0.001,0,1,22.1,0.0017,0,0,"true","A",53573,1,1700
1478085627322,0,0.224,24394.656,-0.0011,0.0011,0,1,22.67,0.0017,0,0,"true","A",53619,1,1746
1478085627373,-0.001,0.224,24394.336,-0.001,0.0012,0,1,23.25,0.0017,0,0,"true","A",53670,1,1797
1478085627423,-0.002,0.224,24394.006,-0.001,0.0013,0,1,23.85,0.0017,0,0,"true","A",53720,1,1847
1478085627474,-0.003,0.224,24393.668,-0.001,0.0014,0,1,24.46,0.0017,0,0,"true","A",53771,1,1898
1478085627525,-0.005,0.224,24393.324,-0.001,0.0015,0,1,25.08,0.0017,0,0,"true","A",53822,1,1949
1478085627575,-0.006,0.224,24392.97,-0.001,0.0016,0,1,25.72,0.0017,0,0,"true","A",53872,1,1999
1478085627625,-0.007,0.224,24392.61,-0.001,0.0018,0,1,26.36,0.0017,0,0,"true","A",53922,1,2049
1478085627675,-0.009,0.224,24392.236,-0.001,0.0019,0,1,27.01,0.0017,0,0,"true","A",53972,1,2099
1478085627725,-0.011,0.224,24391.854,-0.001,0.002,0,1,27.67,0.0017,0,0,"true","A",54022,1,2149
1478085627775,-0.013,0.224,24391.463,-0.001,0.0021,0,1,28.34,0.0017,0,0,"true","A",54072,1,2199
1478085627825,-0.015,0.224,24391.062,-0.001,0.0022,0,1,29.01,0.0017,0,0,"true","A",54122,1,2249
1478085627875,-0.017,0.224,24390.654,-0.001,0.0024,0,1,29.68,0.0017,0,0,"true","A",54172,1,2299
1478085627926,-0.02,0.224,24390.236,-0.001,0.0025,0,1,30.35,0.0017,0,0,"true","A",54223,1,2350
1478085627976,-0.022,0.224,24389.809,-0.001,0.0026,0,1,31.01,0.0017,0,0,"true","A",54273,1,2400
1478085628026,-0.025,0.224,24389.371,-0.001,0.0028,0,1,31.67,0.0017,0,0,"true","A",54323,1,2450
1478085628076,-0.028,0.224,24388.924,-0.001,0.0029,0,1,32.33,0.0017,0,0,"true","A",54373,1,2500
1478085628122,-0.031,0.224,24388.469,-0.001,0.0031,0,1,32.97,0.0017,0,0,"true","A",54419,1,2546
1478085628172,-0.034,0.224,24388.004,-0.001,0.0032,0,1,33.59,0.0017,0,0,"true","A",54469,1,2596
1478085628223,-0.038,0.224,24387.531,-0.001,0.0033,0,1,34.2,0.0017,0,0,"true","A",54520,1,2647
1478085628273,-0.041,0.224,24387.05,-0.001,0.0035,0,1,34.8,0.0017,0,0,"true","A",54570,1,2697
1478085628323,-0.045,0.224,24386.562,-0.001,0.0037,0,1,35.38,0.0017,0,0,"true","A",54620,1,2747
1478085628374,-0.049,0.224,24386.066,-0.0011,0.0038,0,1,35.93,0.0017,0,0,"true","A",54671,1,2798
1478085628424,-0.053,0.224,24385.562,-0.0011,0.004,0,1,36.45,0.0017,0,0,"true","A",54721,1,2848
1478085628474,-0.058,0.224,24385.05,-0.0011,0.0041,0,1,36.92,0.0017,0,0,"true","A",54771,1,2898
1478085628525,-0.063,0.224,24384.533,-0.0011,0.0043,0,1,37.33,0.0017,0,0,"true","A",54822,1,2949
1478085628575,-0.068,0.224,24384.012,-0.0011,0.0045,0,1,37.7,0.0017,0,0,"true","A",54872,1,2999
1478085628625,-0.073,0.224,24383.484,-0.0011,0.0046,0,1,38.07,0.0017,0,0,"true","A",54922,1,3049
1478085628675,-0.078,0.224,24382.951,-0.0011,0.0048,0,1,38.45,0.0017,0,0,"true","A",54972,1,3099
1478085628725,-0.084,0.224,24382.414,-0.0011,0.005,0,1,38.83,0.0017,0,0,"true","A",55022,1,3149
1478085628775,-0.09,0.224,24381.871,-0.0011,0.0051,0,1,39.21,0.0017,0,0,"true","A",55072,1,3199
1478085628825,-0.096,0.224,24381.322,-0.0011,0.0053,0,1,39.6,0.0017,0,0,"true","A",55122,1,3249
1478085628875,-0.103,0.224,24380.768,-0.0011,0.0055,0,1,40,0.0017,0,0,"true","A",55172,1,3299
1478085628925,-0.109,0.224,24380.207,-0.0011,0.0057,0,1,40.4,0.0017,0,0,"true","A",55222,1,3349
1478085628975,-0.116,0.224,24379.645,-0.0011,0.0059,0,1,40.81,0.0017,0,0,"true","A",55272,1,3399
1478085629025,-0.123,0.224,24379.074,-0.0011,0.006,0,1,41.22,0.0017,0,0,"true","A",55322,1,3449
1478085629075,-0.131,0.224,24378.498,-0.0011,0.0062,0,1,41.64,0.0017,0,0,"true","A",55372,1,3499
1478085629124,-0.139,0.224,24377.916,-0.0011,0.0064,0,1,42.07,0.0017,0,0,"true","A",55421,1,3548
1478085629172,-0.147,0.224,24377.328,-0.0011,0.0066,0,1,42.5,0.0017,0,0,"true","A",55469,1,3596
1478085629223,-0.155,0.224,24376.734,-0.0011,0.0068,0,1,42.94,0.0017,0,0,"true","A",55520,1,3647
1478085629275,-0.164,0.224,24376.135,-0.0011,0.007,0,1,43.39,0.0017,0,0,"true","A",55572,1,3699
1478085629325,-0.173,0.224,24375.527,-0.0011,0.0072,0,1,43.84,0.0017,0,0,"true","A",55622,1,3749
1478085629375,-0.182,0.224,24374.914,-0.0011,0.0074,0,1,44.3,0.0017,0,0,"true","A",55672,1,3799
1478085629425,-0.192,0.224,24374.295,-0.0011,0.0076,0,1,44.76,0.0017,0,0,"true","A",55722,1,3849
1478085629475,-0.202,0.224,24373.67,-0.0011,0.0078,0,1,45.23,0.0017,0,0,"true","A",55772,1,3899
1478085629526,-0.213,0.224,24373.037,-0.0011,0.008,0,1,45.71,0.0017,0,0,"true","A",55823,1,3950
1478085629576,-0.223,0.224,24372.398,-0.0011,0.0082,0,1,46.19,0.0017,0,0,"true","A",55873,1,4000
1478085629629,-0.234,0.224,24371.752,-0.0011,0.0084,0,1,46.68,0.0017,0,0,"true","A",55926,1,4053
1478085629676,-0.246,0.224,24371.1,-0.0011,0.0086,0,1,47.18,0.0017,0,0,"true","A",55973,1,4100
1478085629726,-0.258,0.224,24370.44,-0.0011,0.0088,0,1,47.68,0.0017,0,0,"true","A",56023,1,4150
1478085629776,-0.27,0.224,24369.773,-0.0011,0.009,0,1,48.19,0.0017,0,0,"true","A",56073,1,4200
1478085629826,-0.283,0.224,24369.1,-0.0011,0.0092,0,1,48.7,0.0017,0,0,"true","A",56123,1,4250
1478085629872,-0.296,0.224,24368.418,-0.0011,0.0094,0,1,49.22,0.0017,0,0,"true","A",56169,1,4296
1478085629923,-0.31,0.224,24367.73,-0.0011,0.0097,0,1,49.74,0.0017,0,0,"true","A",56220,1,4347
1478085629973,-0.324,0.224,24367.035,-0.0011,0.0099,0,1,50.27,0.0017,0,0,"true","A",56270,1,4397
1478085630023,-0.339,0.224,24366.332,-0.0011,0.0101,0,0.9999,50.81,0.0017,0,0,"true","A",56320,1,4447
1478085630073,-0.354,0.224,24365.621,-0.0011,0.0103,0,0.9999,51.35,0.0017,0,0,"true","A",56370,1,4497
1478085630123,-0.369,0.224,24364.902,-0.0011,0.0106,0,0.9999,51.9,0.0017,0,0,"true","A",56420,1,4547
1478085630173,-0.385,0.224,24364.178,-0.0011,0.0108,0,0.9999,52.45,0.0017,0,0,"true","A",56470,1,4597
1478085630224,-0.402,0.224,24363.443,-0.0011,0.011,0,0.9999,53,0.0017,0,0,"true","A",56521,1,4648
1478085630274,-0.419,0.224,24362.703,-0.0011,0.0113,0,0.9999,53.56,0.0017,0,0,"true","A",56571,1,4698
1478085630324,-0.436,0.224,24361.955,-0.0011,0.0115,0,0.9999,54.12,0.0017,0,0,"true","A",56621,1,4748
1478085630374,-0.454,0.224,24361.197,-0.001,0.0117,0,0.9999,54.69,0.0017,0,0,"true","A",56671,1,4798
1478085630424,-0.473,0.224,24360.432,-0.0011,0.012,0,0.9999,55.26,0.0017,0,0,"true","A",56721,1,4848
1478085630474,-0.492,0.224,24359.66,-0.001,0.0122,0,0.9999,55.83,0.0017,0,0,"true","A",56771,1,4898
1478085630524,-0.512,0.224,24358.879,-0.001,0.0125,0,0.9999,56.41,0.0017,0,0,"true","A",56821,1,4948
1478085630575,-0.532,0.224,24358.09,-0.001,0.0127,0,0.9999,56.99,0.0017,0,0,"true","A",56872,1,4999
1478085630625,-0.553,0.224,24357.293,-0.001,0.013,0,0.9999,57.57,0.0017,0,0,"true","A",56922,1,5049
1478085630675,-0.575,0.224,24356.488,-0.001,0.0132,0,0.9999,58.15,0.0017,0,0,"true","A",56972,1,5099
1478085630725,-0.597,0.224,24355.676,-0.001,0.0135,-1e-04,0.9999,58.74,-0.00043,0,0,"true","A",57022,1,5149
1478085630775,-0.62,0.224,24354.854,-0.001,0.0136,0,0.9999,59.32,-0.00043,0,0,"true","A",57072,1,5199
1478085630826,-0.642,0.224,24354.023,-0.001,0.0135,0,0.9999,59.91,-0.00043,0,0,"true","A",57123,1,5250
1478085630877,-0.664,0.224,24353.188,-0.001,0.0135,0,0.9999,60.5,-0.00043,0,0,"true","A",57174,1,5301
1478085630926,-0.687,0.224,24352.342,-0.001,0.0134,0,0.9999,61.09,-0.00043,0,0,"true","A",57223,1,5350
1478085630976,-0.71,0.224,24351.488,-0.001,0.0133,0,0.9999,61.68,-0.00043,0,0,"true","A",57273,1,5400
1478085631027,-0.732,0.224,24350.623,-0.001,0.0133,0,0.9999,62.27,-0.00043,0,0,"true","A",57324,1,5451
1478085631072,-0.755,0.224,24349.756,-0.001,0.0132,0,0.9999,62.86,-0.00043,0,0,"true","A",57369,1,5496
1478085631122,-0.778,0.224,24348.879,-0.001,0.0131,0,0.9999,63.45,-0.00043,0,0,"true","A",57419,1,5546
1478085631173,-0.801,0.224,24347.992,-0.001,0.013,0,0.9999,64.04,-0.00043,0,0,"true","A",57470,1,5597
1478085631224,-0.824,0.224,24347.098,-0.001,0.0129,0,0.9999,64.62,-0.00043,0,0,"true","A",57521,1,5648
1478085631274,-0.848,0.224,24346.195,-0.001,0.0129,0,0.9999,65.19,-0.00043,0,0,"true","A",57571,1,5698
1478085631325,-0.871,0.224,24345.285,-0.0011,0.0128,0,0.9999,65.72,-0.00043,0,0,"true","A",57622,1,5749
1478085631374,-0.894,0.224,24344.367,-0.0011,0.0127,0,0.9999,66.21,-0.00043,0,0,"true","A",57671,1,5798
1478085631425,-0.917,0.224,24343.443,-0.0011,0.0126,0,0.9999,66.7,-0.00043,0,0,"true","A",57722,1,5849
1478085631475,-0.941,0.224,24342.514,-0.0011,0.0126,0,0.9999,67.19,-0.00043,0,0,"true","A",57772,1,5899
1478085631525,-0.964,0.224,24341.576,-0.0011,0.0125,0,0.9999,67.68,-0.00299,0,0,"true","A",57822,1,5949
1478085631575,-0.986,0.224,24340.63,-0.0011,0.0121,1e-04,0.9999,68.18,-0.00299,0,0,"true","A",57872,1,5999
1478085631625,-1.008,0.224,24339.68,-0.0011,0.0116,1e-04,0.9999,68.68,-0.00299,0,0,"true","A",57922,1,6049
1478085631676,-1.029,0.224,24338.72,-0.0011,0.0111,1e-04,0.9999,69.18,-0.00299,0,0,"true","A",57973,1,6100
1478085631726,-1.049,0.224,24337.756,-0.0011,0.0106,1e-04,0.9999,69.69,-0.00299,0,0,"true","A",58023,1,6150
1478085631772,-1.068,0.224,24336.783,-0.0011,0.01,1e-04,0.9999,70.19,-0.00299,0,0,"true","A",58069,1,6196
1478085631822,-1.086,0.224,24335.803,-0.0011,0.0094,1e-04,1,70.7,-0.00299,0,0,"true","A",58119,1,6246
1478085631873,-1.103,0.224,24334.816,-0.0011,0.0089,1e-04,1,71.22,-0.00299,0,0,"true","A",58170,1,6297
1478085631923,-1.119,0.224,24333.822,-0.0011,0.0083,1e-04,1,71.73,-0.00299,0,0,"true","A",58220,1,6347
1478085631974,-1.134,0.224,24332.822,-0.0011,0.0077,1e-04,1,72.25,-0.00299,0,0,"true","A",58271,1,6398
1478085632024,-1.148,0.224,24331.814,-0.0011,0.0072,1e-04,1,72.77,-0.00299,0,0,"true","A",58321,1,6448
1478085632074,-1.161,0.224,24330.799,-0.0011,0.0066,1e-04,1,73.29,-0.00299,0,0,"true","A",58371,1,6498
1478085632125,-1.173,0.224,24329.775,-0.0011,0.006,1e-04,1,73.81,-0.00299,0,0,"true","A",58422,1,6549
1478085632176,-1.183,0.224,24328.746,-0.0011,0.0054,1e-04,1,74.33,-0.00299,0,0,"true","A",58473,1,6600
1478085632226,-1.193,0.224,24327.707,-0.0011,0.0048,1e-04,1,74.86,-0.00299,0,0,"true","A",58523,1,6650
1478085632272,-1.201,0.224,24326.664,-0.0011,0.0042,1e-04,1,75.39,-0.00299,0,0,"true","A",58569,1,6696
1478085632322,-1.209,0.224,24325.611,-0.0011,0.0036,1e-04,1,75.92,-0.00299,0,0,"true","A",58619,1,6746
1478085632372,-1.215,0.224,24324.553,-0.0011,0.003,1e-04,1,76.44,-0.00299,0,0,"true","A",58669,1,6796
1478085632422,-1.219,0.224,24323.486,-0.0011,0.0024,1e-04,1,76.98,-0.00299,0,0,"true","A",58719,1,6846
1478085632473,-1.223,0.224,24322.412,-0.0011,0.0018,1e-04,1,77.51,-0.00299,0,0,"true","A",58770,1,6897
1478085632523,-1.225,0.224,24321.33,-0.0011,0.0012,1e-04,1,78.04,-0.00299,0,0,"true","A",58820,1,6947
1478085632573,-1.226,0.224,24320.242,-0.0011,6e-04,1e-04,1,78.57,-0.00299,0,0,"true","A",58870,1,6997
1478085632624,-1.226,0.224,24319.145,-0.0011,-1e-04,1e-04,1,79.11,-0.00299,0,0,"true","A",58921,1,7048
1478085632674,-1.224,0.224,24318.043,-0.0011,-7e-04,1e-04,1,79.64,-0.00299,0,0,"true","A",58971,1,7098
1478085632724,-1.22,0.224,24316.93,-0.0011,-0.0013,1e-04,1,80.17,-0.00299,0,0,"true","A",59021,1,7148
1478085632774,-1.216,0.224,24315.812,-0.0011,-0.0019,1e-04,1,80.71,-0.00299,0,0,"true","A",59071,1,7198
1478085632825,-1.21,0.224,24314.686,-0.0011,-0.0026,1e-04,1,81.24,-0.00299,0,0,"true","A",59122,1,7249
1478085632875,-1.202,0.224,24313.553,-0.0011,-0.0032,1e-04,1,81.78,-0.00299,0,0,"true","A",59172,1,7299
1478085632925,-1.193,0.224,24312.412,-0.0011,-0.0039,1e-04,1,82.31,-0.00299,0,0,"true","A",59222,1,7349
1478085632975,-1.182,0.224,24311.264,-0.0011,-0.0045,1e-04,1,82.85,-0.00299,0,0,"true","A",59272,1,7399
1478085633025,-1.17,0.224,24310.107,-0.0011,-0.0052,1e-04,1,83.38,-0.00299,0,0,"true","A",59322,1,7449
1478085633076,-1.156,0.224,24308.945,-0.0011,-0.0059,1e-04,1,83.91,-0.00299,0,0,"true","A",59373,1,7500
1478085633126,-1.14,0.224,24307.775,-0.0011,-0.0065,1e-04,1,84.44,-0.00299,0,0,"true","A",59423,1,7550
1478085633176,-1.123,0.224,24306.598,-0.0011,-0.0072,1e-04,1,84.98,-0.00299,0,0,"true","A",59473,1,7600
1478085633223,-1.104,0.224,24305.412,-0.0011,-0.0079,1e-04,1,85.51,-0.00299,0,0,"true","A",59520,1,7647
1478085633275,-1.083,0.224,24304.219,-0.0011,-0.0085,1e-04,1,86.04,-0.00299,0,0,"true","A",59572,1,7699
1478085633325,-1.061,0.224,24303.02,-0.0011,-0.0092,1e-04,1,86.57,-0.00299,0,0,"true","A",59622,1,7749
1478085633375,-1.037,0.224,24301.812,-0.0011,-0.0099,1e-04,1,87.09,-0.00299,0,0,"true","A",59672,1,7799
1478085633426,-1.011,0.224,24300.598,-0.0011,-0.0106,1e-04,0.9999,87.62,-0.00299,0,0,"true","A",59723,1,7850
1478085633475,-0.983,0.224,24299.377,-0.0011,-0.0113,1e-04,0.9999,88.07,-0.00299,0,0,"true","A",59772,1,7899
1478085633525,-0.954,0.224,24298.152,-0.0012,-0.0119,1e-04,0.9999,88.3,-0.00043,0,0,"true","A",59822,1,7949
1478085633576,-0.924,0.224,24296.928,-0.0012,-0.0122,0,0.9999,88.4,-0.00043,0,0,"true","A",59873,1,8000
1478085633626,-0.894,0.224,24295.697,-0.0013,-0.0123,0,0.9999,88.45,-0.00043,0,0,"true","A",59923,1,8050
1478085633672,-0.863,0.224,24294.467,-0.0013,-0.0124,0,0.9999,88.47,-0.00043,0,0,"true","A",59969,1,8096
1478085633722,-0.832,0.224,24293.236,-0.0013,-0.0125,0,0.9999,88.49,-0.00043,0,0,"true","A",60019,1,8146
1478085633773,-0.801,0.224,24292.006,-0.0013,-0.0126,0,0.9999,88.49,-0.00043,0,0,"true","A",60070,1,8197
1478085633823,-0.77,0.224,24290.775,-0.0013,-0.0127,0,0.9999,88.49,0.0017,0,0,"true","A",60120,1,8247
1478085633874,-0.739,0.224,24289.545,-0.0013,-0.0127,-1e-04,0.9999,88.49,0.0017,0,0,"true","A",60171,1,8298
1478085633924,-0.709,0.224,24288.314,-0.0013,-0.0124,-1e-04,0.9999,88.49,0.0017,0,0,"true","A",60221,1,8348
1478085633975,-0.68,0.224,24287.084,-0.0013,-0.012,-1e-04,0.9999,88.49,0.0017,0,0,"true","A",60272,1,8399
1478085634025,-0.651,0.224,24285.854,-0.0013,-0.0116,-1e-04,0.9999,88.49,0.0017,0,0,"true","A",60322,1,8449
1478085634076,-0.624,0.224,24284.623,-0.0013,-0.0112,-1e-04,0.9999,88.49,0.0017,0,0,"true","A",60373,1,8500
1478085634126,-0.598,0.224,24283.393,-0.0013,-0.0108,-1e-04,0.9999,88.49,0.0017,0,0,"true","A",60423,1,8550
1478085634172,-0.572,0.224,24282.162,-0.0013,-0.0104,-1e-04,0.9999,88.49,0.0017,0,0,"true","A",60469,1,8596
1478085634222,-0.548,0.224,24280.932,-0.0013,-0.01,-1e-04,0.9999,88.49,0.0017,0,0,"true","A",60519,1,8646
1478085634274,-0.524,0.224,24279.701,-0.0013,-0.0096,-1e-04,1,88.49,0.0017,0,0,"true","A",60571,1,8698
1478085634324,-0.502,0.224,24278.47,-0.0013,-0.0092,-1e-04,1,88.49,0.0017,0,0,"true","A",60621,1,8748
1478085634375,-0.48,0.224,24277.24,-0.0013,-0.0088,-1e-04,1,88.49,0.0017,0,0,"true","A",60672,1,8799
1478085634425,-0.46,0.224,24276.01,-0.0013,-0.0084,-1e-04,1,88.49,0.0017,0,0,"true","A",60722,1,8849
1478085634476,-0.44,0.224,24274.78,-0.0013,-0.008,-1e-04,1,88.49,0.0017,0,0,"true","A",60773,1,8900
1478085634526,-0.421,0.224,24273.549,-0.0013,-0.0076,-1e-04,1,88.49,0.0017,0,0,"true","A",60823,1,8950
1478085634572,-0.404,0.224,24272.318,-0.0013,-0.0072,-1e-04,1,88.49,0.0017,0,0,"true","A",60869,1,8996
1478085634623,-0.387,0.224,24271.088,-0.0013,-0.0068,-1e-04,1,88.49,0.0017,0,0,"true","A",60920,1,9047
1478085634673,-0.371,0.224,24269.857,-0.0013,-0.0064,-1e-04,1,88.49,0.0017,0,0,"true","A",60970,1,9097
1478085634724,-0.357,0.224,24268.627,-0.0013,-0.006,-1e-04,1,88.49,0.0017,0,0,"true","A",61021,1,9148
1478085634775,-0.343,0.224,24267.396,-0.0013,-0.0056,-1e-04,1,88.49,0.0017,0,0,"true","A",61072,1,9199
1478085634826,-0.33,0.224,24266.166,-0.0013,-0.0052,-1e-04,1,88.49,0.0017,0,0,"true","A",61123,1,9250
1478085634872,-0.318,0.224,24264.936,-0.0013,-0.0048,-1e-04,1,88.49,0.0017,0,0,"true","A",61169,1,9296
1478085634923,-0.307,0.224,24263.705,-0.0013,-0.0044,-1e-04,1,88.49,0.0017,0,0,"true","A",61220,1,9347
1478085634973,-0.298,0.224,24262.475,-0.0013,-0.004,-1e-04,1,88.49,0.0017,0,0,"true","A",61270,1,9397
1478085635024,-0.289,0.224,24261.244,-0.0013,-0.0037,-1e-04,1,88.49,0.0017,0,0,"true","A",61321,1,9448
1478085635075,-0.281,0.224,24260.014,-0.0013,-0.0033,-1e-04,1,88.49,0.0017,0,0,"true","A",61372,1,9499
1478085635125,-0.274,0.224,24258.783,-0.0013,-0.0029,-1e-04,1,88.49,0.0017,0,0,"true","A",61422,1,9549
1478085635176,-0.268,0.224,24257.553,-0.0013,-0.0025,-1e-04,1,88.49,0.0017,0,0,"true","A",61473,1,9600
1478085635226,-0.263,0.224,24256.322,-0.0013,-0.0021,-1e-04,1,88.49,0.0017,0,0,"true","A",61523,1,9650
1478085635272,-0.259,0.224,24255.092,-0.0013,-0.0017,-1e-04,1,88.49,0.0017,0,0,"true","A",61569,1,9696
1478085635322,-0.256,0.224,24253.861,-0.0013,-0.0013,-1e-04,1,88.49,0.0017,0,0,"true","A",61619,1,9746
1478085635373,-0.254,0.224,24252.63,-0.0013,-9e-04,-1e-04,1,88.49,0.0017,0,0,"true","A",61670,1,9797
1478085635424,-0.253,0.224,24251.4,-0.0013,-5e-04,-1e-04,1,88.49,0.0017,0,0,"true","A",61721,1,9848
1478085635474,-0.253,0.224,24250.17,-0.0013,-1e-04,-1e-04,1,88.49,0.0017,0,0,"true","A",61771,1,9898
1478085635525,-0.254,0.224,24248.94,-0.0013,3e-04,-1e-04,1,88.49,0.0017,0,0,"true","A",61822,1,9949
1478085635576,-0.256,0.224,24247.707,-0.0013,7e-04,-1e-04,1,88.49,0.0017,0,0,"true","A",61873,1,10000
1478085635622,-0.258,0.224,24246.479,-0.0013,0.0011,-1e-04,1,88.49,0.0017,0,0,"true","A",61919,1,10046
1478085635672,-0.262,0.224,24245.248,-0.0013,0.0015,-1e-04,1,88.49,-0.00043,0,0,"true","A",61969,1,10096
1478085635723,-0.267,0.224,24244.018,-0.0013,0.0017,-1e-04,1,88.49,-0.00043,0,0,"true","A",62020,1,10147
1478085635773,-0.271,0.224,24242.787,-0.0013,0.0017,0,1,88.49,-0.00043,0,0,"true","A",62070,1,10197
1478085635824,-0.274,0.224,24241.557,-0.0013,0.0016,0,1,88.49,-0.00043,0,0,"true","A",62121,1,10248
1478085635874,-0.278,0.224,24240.326,-0.0013,0.0015,0,1,88.49,-0.00043,0,0,"true","A",62171,1,10298
1478085635925,-0.282,0.224,24239.096,-0.0013,0.0014,0,1,88.49,-0.00043,0,0,"true","A",62222,1,10349
1478085635975,-0.285,0.224,24237.865,-0.0013,0.0013,0,1,88.49,-0.00043,0,0,"true","A",62272,1,10399
1478085636026,-0.288,0.224,24236.635,-0.0013,0.0012,0,1,88.49,-0.00043,0,0,"true","A",62323,1,10450
1478085636076,-0.291,0.224,24235.404,-0.0013,0.0011,0,1,88.49,-0.00043,0,0,"true","A",62373,1,10500
1478085636126,-0.293,0.224,24234.174,-0.0013,0.001,0,1,88.49,-0.00043,0,0,"true","A",62423,1,10550
1478085636176,-0.296,0.224,24232.943,-0.0013,0.001,0,1,88.49,-0.00043,0,0,"true","A",62473,1,10600
1478085636222,-0.298,0.224,24231.713,-0.0013,9e-04,0,1,88.49,-0.00043,0,0,"true","A",62519,1,10646
1478085636272,-0.3,0.224,24230.482,-0.0013,8e-04,0,1,88.49,-0.00043,0,0,"true","A",62569,1,10696
1478085636323,-0.301,0.224,24229.252,-0.0013,7e-04,0,1,88.49,-0.00043,0,0,"true","A",62620,1,10747
1478085636373,-0.303,0.224,24228.021,-0.0013,6e-04,0,1,88.49,-0.00043,0,0,"true","A",62670,1,10797
1478085636423,-0.304,0.224,24226.793,-0.0013,5e-04,0,1,88.49,-0.00043,0,0,"true","A",62720,1,10847
1478085636473,-0.304,0.224,24225.56,-0.0013,4e-04,0,1,88.49,-0.00043,0,0,"true","A",62770,1,10897
1478085636524,-0.305,0.224,24224.33,-0.0013,3e-04,0,1,88.49,-0.00043,0,0,"true","A",62821,1,10948
